date,symbol,adv_shares
2023-09-22,600036.SH,262663.37
2023-09-25,600000.SH,263382.14
2023-09-25,600519.SH,152104.49
2023-09-25,000001.SZ,169461.1
2023-09-25,300750.SZ,485677.67
2023-09-25,601318.SH,146305.83
2023-09-25,000858.SZ,434499.98
2023-09-25,002594.SZ,107467.52
2023-09-25,600036.SH,166386.79
2023-09-26,600000.SH,319234.21
2023-09-26,600519.SH,235859.27
2023-09-26,000001.SZ,118780.83
2023-09-26,300750.SZ,141510.99
2023-09-26,601318.SH,144038.79
2023-09-26,000858.SZ,174589.73
2023-09-26,002594.SZ,417237.8
2023-09-26,600036.SH,183095.45
2023-09-27,600000.SH,232382.62
2023-09-27,600519.SH,276615.98
2023-09-27,000001.SZ,278164.63
2023-09-27,300750.SZ,196193.87
2023-09-27,601318.SH,202156.48
2023-09-27,000858.SZ,154430.7
2023-09-27,002594.SZ,198925.53
2023-09-27,600036.SH,279463.3
2023-09-28,600000.SH,527158.79
2023-09-28,600519.SH,115965.29
2023-09-28,000001.SZ,130907.63
2023-09-28,300750.SZ,132661.6
2023-09-28,601318.SH,179462.51
2023-09-28,000858.SZ,233333.57
2023-09-28,002594.SZ,226633.82
2023-09-28,600036.SH,181936.99
2023-09-29,600000.SH,186886.55
2023-09-29,600519.SH,122260.16
2023-09-29,000001.SZ,191693.15
2023-09-29,300750.SZ,130046.14
2023-09-29,601318.SH,297011.97
2023-09-29,000858.SZ,281188.81
2023-09-29,002594.SZ,210573.33
2023-09-29,600036.SH,156804.96
2023-10-02,600000.SH,160880.05
2023-10-02,600519.SH,336467.6
2023-10-02,000001.SZ,239029.34
2023-10-02,300750.SZ,331245.62
2023-10-02,601318.SH,300891.12
2023-10-02,000858.SZ,200392.38
2023-10-02,002594.SZ,424532.98
2023-10-02,600036.SH,94004.59
2023-10-03,600000.SH,126261.99
2023-10-03,600519.SH,216764.3
2023-10-03,000001.SZ,168038.04
2023-10-03,300750.SZ,204933.75
2023-10-03,601318.SH,164815.08
2023-10-03,000858.SZ,140555.8
2023-10-03,002594.SZ,153958.52
2023-10-03,600036.SH,141136.14
2023-10-04,600000.SH,244690.94
2023-10-04,600519.SH,280280.95
2023-10-04,000001.SZ,197914.67
2023-10-04,300750.SZ,368461.68
2023-10-04,601318.SH,236978.27
2023-10-04,000858.SZ,128479.03
2023-10-04,002594.SZ,286501.32
2023-10-04,600036.SH,214726.03
2023-10-05,600000.SH,378937.32
2023-10-05,600519.SH,274973.33
2023-10-05,000001.SZ,290065.58
2023-10-05,300750.SZ,254615.59
2023-10-05,601318.SH,510792.42
2023-10-05,000858.SZ,245541.85
2023-10-05,002594.SZ,191733.4
2023-10-05,600036.SH,130188.95
2023-10-06,600000.SH,208736.46
2023-10-06,600519.SH,189608.28
2023-10-06,000001.SZ,272937.2
2023-10-06,300750.SZ,210074.06
2023-10-06,601318.SH,343821.24
2023-10-06,000858.SZ,176151.33
2023-10-06,002594.SZ,154831.16
2023-10-06,600036.SH,162551.35
2023-10-09,600000.SH,195329.27
2023-10-09,600519.SH,180299.24
2023-10-09,000001.SZ,311345.17
2023-10-09,300750.SZ,473716.72
2023-10-09,601318.SH,203604.5
2023-10-09,000858.SZ,399095.87
2023-10-09,002594.SZ,148264.05
2023-10-09,600036.SH,262193.7
2023-10-10,600000.SH,112638.96
2023-10-10,600519.SH,161031.74
2023-10-10,000001.SZ,303199.61
2023-10-10,300750.SZ,136894.35
2023-10-10,601318.SH,111019.71
2023-10-10,000858.SZ,99674.15
2023-10-10,002594.SZ,259214.97
2023-10-10,600036.SH,173211.24
2023-10-11,600000.SH,174681.78
2023-10-11,600519.SH,233269.09
2023-10-11,000001.SZ,240135.07
2023-10-11,300750.SZ,210868.61
2023-10-11,601318.SH,188141.7
2023-10-11,000858.SZ,224454.53
2023-10-11,002594.SZ,247238.96
2023-10-11,600036.SH,113162.86
2023-10-12,600000.SH,336149.96
2023-10-12,600519.SH,130020.72
2023-10-12,000001.SZ,310106.94
2023-10-12,300750.SZ,160144.72
2023-10-12,601318.SH,163027.04
2023-10-12,000858.SZ,236034.99
2023-10-12,002594.SZ,139055.43
2023-10-12,600036.SH,164075.66
2023-10-13,600000.SH,211345.13
2023-10-13,600519.SH,395665.4
2023-10-13,000001.SZ,192619.65
2023-10-13,300750.SZ,144579.52
2023-10-13,601318.SH,279914.07
2023-10-13,000858.SZ,401976.7
2023-10-13,002594.SZ,229710.98
2023-10-13,600036.SH,240007.59
2023-10-16,600000.SH,479169.45
2023-10-16,600519.SH,215510.5
2023-10-16,000001.SZ,218340.6
2023-10-16,300750.SZ,141457.75
2023-10-16,601318.SH,158292.04
2023-10-16,000858.SZ,276653.49
2023-10-16,002594.SZ,200492.18
2023-10-16,600036.SH,255329.57
2023-10-17,600000.SH,144546.97
2023-10-17,600519.SH,320173.85
2023-10-17,000001.SZ,128858.71
2023-10-17,300750.SZ,277031.84
2023-10-17,601318.SH,345920.9
2023-10-17,000858.SZ,386432.59
2023-10-17,002594.SZ,183429.86
2023-10-17,600036.SH,321493.12
2023-10-18,600000.SH,234313.37
2023-10-18,600519.SH,208817.45
2023-10-18,000001.SZ,360869.25
2023-10-18,300750.SZ,320869.29
2023-10-18,601318.SH,127175.16
2023-10-18,000858.SZ,190957.17
2023-10-18,002594.SZ,397224.94
2023-10-18,600036.SH,138788.97
2023-10-19,600000.SH,296660.46
2023-10-19,600519.SH,130631.72
2023-10-19,000001.SZ,171577.62
2023-10-19,300750.SZ,272652.72
2023-10-19,601318.SH,247475.14
2023-10-19,000858.SZ,278381.53
2023-10-19,002594.SZ,266509.07
2023-10-19,600036.SH,351103.9
2023-10-20,600000.SH,484838.89
2023-10-20,600519.SH,200942.34
2023-10-20,000001.SZ,208547.37
2023-10-20,300750.SZ,281038.81
2023-10-20,601318.SH,155597.65
2023-10-20,000858.SZ,150195.42
2023-10-20,002594.SZ,321596.3
2023-10-20,600036.SH,136837.64
2023-10-23,600000.SH,240547.47
2023-10-23,600519.SH,136574.71
2023-10-23,000001.SZ,497126.23
2023-10-23,300750.SZ,102544.03
2023-10-23,601318.SH,370597.19
2023-10-23,000858.SZ,132479.43
2023-10-23,002594.SZ,194358.34
2023-10-23,600036.SH,166929.77
2023-10-24,600000.SH,374868.85
2023-10-24,600519.SH,189780.17
2023-10-24,000001.SZ,98559.11
2023-10-24,300750.SZ,327073.12
2023-10-24,601318.SH,350440.56
2023-10-24,000858.SZ,167158.15
2023-10-24,002594.SZ,305113.79
2023-10-24,600036.SH,299395.89
2023-10-25,600000.SH,185385.75
2023-10-25,600519.SH,129071.68
2023-10-25,000001.SZ,309771.48
2023-10-25,300750.SZ,184646.72
2023-10-25,601318.SH,172465.09
2023-10-25,000858.SZ,252251.65
2023-10-25,002594.SZ,152434.48
2023-10-25,600036.SH,287172.18
2023-10-26,600000.SH,186588.46
2023-10-26,600519.SH,302949.02
2023-10-26,000001.SZ,184671.01
2023-10-26,300750.SZ,159092.19
2023-10-26,601318.SH,276727.2
2023-10-26,000858.SZ,141628.14
2023-10-26,002594.SZ,201987.78
2023-10-26,600036.SH,242468.59
2023-10-27,600000.SH,280644.44
2023-10-27,600519.SH,179541.39
2023-10-27,000001.SZ,555850.59
2023-10-27,300750.SZ,205296.57
2023-10-27,601318.SH,663836.09
2023-10-27,000858.SZ,317736.31
2023-10-27,002594.SZ,214588.12
2023-10-27,600036.SH,427133.15
2023-10-30,600000.SH,121708.73
2023-10-30,600519.SH,468577.91
2023-10-30,000001.SZ,290098.14
2023-10-30,300750.SZ,209853.54
2023-10-30,601318.SH,184868.8
2023-10-30,000858.SZ,170444.07
2023-10-30,002594.SZ,150282.49
2023-10-30,600036.SH,191257.28
2023-10-31,600000.SH,217522.46
2023-10-31,600519.SH,203557.32
2023-10-31,000001.SZ,160649.78
2023-10-31,300750.SZ,292882.23
2023-10-31,601318.SH,412418.58
2023-10-31,000858.SZ,309009.73
2023-10-31,002594.SZ,184294.5
2023-10-31,600036.SH,241986.86
2023-11-01,600000.SH,108368.92
2023-11-01,600519.SH,269224.44
2023-11-01,000001.SZ,214952.75
2023-11-01,300750.SZ,469741.38
2023-11-01,601318.SH,195493.27
2023-11-01,000858.SZ,269170.3
2023-11-01,002594.SZ,561628.52
2023-11-01,600036.SH,140902.84
2023-11-02,600000.SH,483551.21
2023-11-02,600519.SH,208403.0
2023-11-02,000001.SZ,174509.26
2023-11-02,300750.SZ,174338.03
2023-11-02,601318.SH,240550.18
2023-11-02,000858.SZ,144196.35
2023-11-02,002594.SZ,181641.65
2023-11-02,600036.SH,385717.35
2023-11-03,600000.SH,395899.36
2023-11-03,600519.SH,204912.83
2023-11-03,000001.SZ,183705.9
2023-11-03,300750.SZ,148859.0
2023-11-03,601318.SH,315610.61
2023-11-03,000858.SZ,275123.21
2023-11-03,002594.SZ,246191.56
2023-11-03,600036.SH,472616.77
2023-11-06,600000.SH,133678.37
2023-11-06,600519.SH,204862.67
2023-11-06,000001.SZ,211462.15
2023-11-06,300750.SZ,243412.83
2023-11-06,601318.SH,304155.04
2023-11-06,000858.SZ,178208.4
2023-11-06,002594.SZ,219390.98
2023-11-06,600036.SH,183381.11
2023-11-07,600000.SH,199153.22
2023-11-07,600519.SH,156522.51
2023-11-07,000001.SZ,150510.4
2023-11-07,300750.SZ,139775.29
2023-11-07,601318.SH,267383.49
2023-11-07,000858.SZ,161148.86
2023-11-07,002594.SZ,124300.86
2023-11-07,600036.SH,294621.05
2023-11-08,600000.SH,195322.93
2023-11-08,600519.SH,340256.42
2023-11-08,000001.SZ,294236.18
2023-11-08,300750.SZ,297594.53
2023-11-08,601318.SH,240232.02
2023-11-08,000858.SZ,343037.62
2023-11-08,002594.SZ,168310.1
2023-11-08,600036.SH,136638.28
2023-11-09,600000.SH,243181.72
2023-11-09,600519.SH,309945.2
2023-11-09,000001.SZ,233409.43
2023-11-09,300750.SZ,167385.65
2023-11-09,601318.SH,119243.3
2023-11-09,000858.SZ,112036.97
2023-11-09,002594.SZ,212934.39
2023-11-09,600036.SH,436572.2
2023-11-10,600000.SH,221295.67
2023-11-10,600519.SH,131322.96
2023-11-10,000001.SZ,176051.9
2023-11-10,300750.SZ,217804.08
2023-11-10,601318.SH,175877.85
2023-11-10,000858.SZ,182067.05
2023-11-10,002594.SZ,186067.65
2023-11-10,600036.SH,203992.95
2023-11-13,600000.SH,248986.78
2023-11-13,600519.SH,250071.72
2023-11-13,000001.SZ,400357.34
2023-11-13,300750.SZ,271999.42
2023-11-13,601318.SH,114442.09
2023-11-13,000858.SZ,358057.61
2023-11-13,002594.SZ,142078.31
2023-11-13,600036.SH,170251.77
2023-11-14,600000.SH,216874.35
2023-11-14,600519.SH,221545.5
2023-11-14,000001.SZ,407191.19
2023-11-14,300750.SZ,133131.13
2023-11-14,601318.SH,344652.39
2023-11-14,000858.SZ,176788.0
2023-11-14,002594.SZ,191478.7
2023-11-14,600036.SH,229453.16
2023-11-15,600000.SH,148226.01
2023-11-15,600519.SH,179225.41
2023-11-15,000001.SZ,232453.61
2023-11-15,300750.SZ,215036.9
2023-11-15,601318.SH,327833.34
2023-11-15,000858.SZ,335581.97
2023-11-15,002594.SZ,186789.57
2023-11-15,600036.SH,312725.72
2023-11-16,600000.SH,350339.67
2023-11-16,600519.SH,222553.49
2023-11-16,000001.SZ,147395.49
2023-11-16,300750.SZ,299253.34
2023-11-16,601318.SH,144157.35
2023-11-16,000858.SZ,217965.06
2023-11-16,002594.SZ,158345.49
2023-11-16,600036.SH,204437.53
2023-11-17,600000.SH,144632.93
2023-11-17,600519.SH,186028.62
2023-11-17,000001.SZ,471012.88
2023-11-17,300750.SZ,395907.66
2023-11-17,601318.SH,332493.25
2023-11-17,000858.SZ,138944.43
2023-11-17,002594.SZ,336271.53
2023-11-17,600036.SH,227798.25
2023-11-20,600000.SH,218722.91
2023-11-20,600519.SH,235221.44
2023-11-20,000001.SZ,270713.32
2023-11-20,300750.SZ,298698.44
2023-11-20,601318.SH,137261.67
2023-11-20,000858.SZ,215461.87
2023-11-20,002594.SZ,181052.14
2023-11-20,600036.SH,238361.37
2023-11-21,600000.SH,120285.76
2023-11-21,600519.SH,212766.92
2023-11-21,000001.SZ,132177.87
2023-11-21,300750.SZ,172860.49
2023-11-21,601318.SH,249359.03
2023-11-21,000858.SZ,311405.04
2023-11-21,002594.SZ,131080.84
2023-11-21,600036.SH,131017.15
2023-11-22,600000.SH,282881.61
2023-11-22,600519.SH,421836.25
2023-11-22,000001.SZ,133552.73
2023-11-22,300750.SZ,145697.21
2023-11-22,601318.SH,122678.62
2023-11-22,000858.SZ,402589.02
2023-11-22,002594.SZ,106193.56
2023-11-22,600036.SH,158926.16
2023-11-23,600000.SH,385884.2
2023-11-23,600519.SH,129750.81
2023-11-23,000001.SZ,104265.43
2023-11-23,300750.SZ,202625.91
2023-11-23,601318.SH,352656.21
2023-11-23,000858.SZ,254719.72
2023-11-23,002594.SZ,163017.12
2023-11-23,600036.SH,281817.72
2023-11-24,600000.SH,100583.62
2023-11-24,600519.SH,174281.86
2023-11-24,000001.SZ,315305.72
2023-11-24,300750.SZ,100626.04
2023-11-24,601318.SH,207261.64
2023-11-24,000858.SZ,173613.11
2023-11-24,002594.SZ,134065.98
2023-11-24,600036.SH,238107.68
2023-11-27,600000.SH,117856.45
2023-11-27,600519.SH,177340.52
2023-11-27,000001.SZ,280225.58
2023-11-27,300750.SZ,435746.12
2023-11-27,601318.SH,267207.98
2023-11-27,000858.SZ,331105.63
2023-11-27,002594.SZ,305110.56
2023-11-27,600036.SH,152237.26
2023-11-28,600000.SH,575550.21
2023-11-28,600519.SH,360114.5
2023-11-28,000001.SZ,107379.75
2023-11-28,300750.SZ,169344.64
2023-11-28,601318.SH,340056.56
2023-11-28,000858.SZ,306674.02
2023-11-28,002594.SZ,170836.03
2023-11-28,600036.SH,164440.15
2023-11-29,600000.SH,312519.63
2023-11-29,600519.SH,156509.79
2023-11-29,000001.SZ,130264.18
2023-11-29,300750.SZ,386418.19
2023-11-29,601318.SH,122304.85
2023-11-29,000858.SZ,383320.26
2023-11-29,002594.SZ,141470.34
2023-11-29,600036.SH,304566.54
2023-11-30,600000.SH,267062.81
2023-11-30,600519.SH,125589.38
2023-11-30,000001.SZ,347145.4
2023-11-30,300750.SZ,264948.04
2023-11-30,601318.SH,126683.14
2023-11-30,000858.SZ,400597.34
2023-11-30,002594.SZ,278548.65
2023-11-30,600036.SH,151854.42
2023-12-01,600000.SH,350612.1
2023-12-01,600519.SH,375675.31
2023-12-01,000001.SZ,162232.63
2023-12-01,300750.SZ,150133.52
2023-12-01,601318.SH,225900.57
2023-12-01,000858.SZ,151199.04
2023-12-01,002594.SZ,145334.81
2023-12-01,600036.SH,487073.87
2023-12-04,600000.SH,474944.35
2023-12-04,600519.SH,228389.12
2023-12-04,000001.SZ,373396.24
2023-12-04,300750.SZ,302042.07
2023-12-04,601318.SH,171149.29
2023-12-04,000858.SZ,143725.66
2023-12-04,002594.SZ,280625.07
2023-12-04,600036.SH,550668.78
2023-12-05,600000.SH,183826.66
2023-12-05,600519.SH,113449.45
2023-12-05,000001.SZ,120924.88
2023-12-05,300750.SZ,266292.12
2023-12-05,601318.SH,146607.5
2023-12-05,000858.SZ,317397.24
2023-12-05,002594.SZ,359425.33
2023-12-05,600036.SH,193741.73
2023-12-06,600000.SH,209191.0
2023-12-06,600519.SH,165930.76
2023-12-06,000001.SZ,258339.65
2023-12-06,300750.SZ,100885.86
2023-12-06,601318.SH,172657.63
2023-12-06,000858.SZ,209161.01
2023-12-06,002594.SZ,140969.5
2023-12-06,600036.SH,197939.75
2023-12-07,600000.SH,150091.96
2023-12-07,600519.SH,120483.9
2023-12-07,000001.SZ,465063.99
2023-12-07,300750.SZ,196776.69
2023-12-07,601318.SH,203338.05
2023-12-07,000858.SZ,207135.25
2023-12-07,002594.SZ,97113.23
2023-12-07,600036.SH,242000.02
2023-12-08,600000.SH,272921.14
2023-12-08,600519.SH,165479.01
2023-12-08,000001.SZ,183914.82
2023-12-08,300750.SZ,176142.11
2023-12-08,601318.SH,208257.22
2023-12-08,000858.SZ,217470.39
2023-12-08,002594.SZ,158416.27
2023-12-08,600036.SH,514626.49
2023-12-11,600000.SH,233319.08
2023-12-11,600519.SH,150248.49
2023-12-11,000001.SZ,460747.41
2023-12-11,300750.SZ,143189.23
2023-12-11,601318.SH,180899.42
2023-12-11,000858.SZ,341780.34
2023-12-11,002594.SZ,349987.85
2023-12-11,600036.SH,156832.28
2023-12-12,600000.SH,161484.32
2023-12-12,600519.SH,171945.42
2023-12-12,000001.SZ,324359.2
2023-12-12,300750.SZ,249295.43
2023-12-12,601318.SH,152603.2
2023-12-12,000858.SZ,182892.8
2023-12-12,002594.SZ,124959.21
2023-12-12,600036.SH,127468.45
2023-12-13,600000.SH,210078.36
2023-12-13,600519.SH,158783.73
2023-12-13,000001.SZ,151498.1
2023-12-13,300750.SZ,221415.11
2023-12-13,601318.SH,322198.66
2023-12-13,000858.SZ,337339.65
2023-12-13,002594.SZ,132304.86
2023-12-13,600036.SH,202727.95
2023-12-14,600000.SH,319088.48
2023-12-14,600519.SH,147571.36
2023-12-14,000001.SZ,227968.31
2023-12-14,300750.SZ,278124.07
2023-12-14,601318.SH,252428.77
2023-12-14,000858.SZ,209109.24
2023-12-14,002594.SZ,277084.65
2023-12-14,600036.SH,255783.01
2023-12-15,600000.SH,142202.56
2023-12-15,600519.SH,115757.74
2023-12-15,000001.SZ,170227.11
2023-12-15,300750.SZ,148743.42
2023-12-15,601318.SH,128246.88
2023-12-15,000858.SZ,158219.71
2023-12-15,002594.SZ,452039.07
2023-12-15,600036.SH,220274.59
2023-12-18,600000.SH,267835.55
2023-12-18,600519.SH,266837.38
2023-12-18,000001.SZ,112720.8
2023-12-18,300750.SZ,170215.54
2023-12-18,601318.SH,252963.8
2023-12-18,000858.SZ,272602.65
2023-12-18,002594.SZ,240740.48
2023-12-18,600036.SH,316471.02
2023-12-19,600000.SH,181953.12
2023-12-19,600519.SH,238523.45
2023-12-19,000001.SZ,318845.0
2023-12-19,300750.SZ,195946.14
2023-12-19,601318.SH,256998.08
2023-12-19,000858.SZ,310978.12
2023-12-19,002594.SZ,164457.65
2023-12-19,600036.SH,380007.44
2023-12-20,600000.SH,356712.41
2023-12-20,600519.SH,235139.15
2023-12-20,000001.SZ,409177.78
2023-12-20,300750.SZ,184719.76
2023-12-20,601318.SH,255117.43
2023-12-20,000858.SZ,175529.18
2023-12-20,002594.SZ,337099.41
2023-12-20,600036.SH,179445.82
